"","Sample ID_y","Sample ID_x","RCbray"
"376",216,60,-1
"377",160,60,-1
"378",261,60,-0.56
"379",326,60,-1
"380",41,60,0.86
"381",109,60,1
"382",72,60,-0.88
"383",22,60,-0.3
"384",48,60,1
"385",182,60,-0.94
"386",55,60,-1
"387",160,60,-1
"388",106,60,-1
"389",39,60,-1
"390",68,60,-1
"391",7,60,-1
"392",27,60,-1
"393",11,60,-1
"394",56,60,-1
"395",52,60,-1
"396",244,60,-1
"397",100,60,-1
"398",648,60,-0.33
"399",52,60,-1
"400",245,60,-1
"401",26,60,1
"402",1,60,1
"403",548,60,0.87
"404",0,60,1
"405",0,60,1
"406",0,60,1
"407",0,60,-1
"408",0,60,0.87
"409",0,60,0.82
"410",0,60,0.52
"411",98,60,-1
"412",199,60,-1
"413",42,60,-0.94
"414",197,60,-1
"415",95,60,-1
"416",218,60,-1
"417",99,60,0.94
"418",9,60,-1
"419",74,60,-1
"420",53,60,-1
"421",35,60,-0.61
"422",26,60,-1
"423",215,60,-1
"424",231,60,-1
"425",436,60,0.9
"426",108,60,-1
"427",35,60,-1
"428",226,60,-1
"429",152,60,1
"430",10,60,-1
"431",72,60,-1
"432",199,60,-1
"433",442,60,-1
"434",181,60,-0.98
"435",150,60,-1
"436",185,60,-1
"437",206,60,-1
"438",129,60,-1
"439",730,60,0.99
"440",17,60,-1
"441",86,60,1
"442",0,60,1
"443",538,60,-0.45
"444",360,60,0.98
"445",56,60,1
"446",218,60,1
"447",185,60,-0.96
"448",207,60,-0.98
"449",55,60,1
"450",101,60,1
"451",38,60,1
"452",70,60,-0.99
"453",43,60,1
"454",74,60,-1
"455",114,60,-1
"456",288,60,-0.75
"457",133,60,0.28
"458",18,60,-1
"459",51,60,-1
"460",430,60,0.3
"461",119,60,1
"462",198,60,0.13
"463",10,60,-1
"464",131,60,-1
"465",56,60,-0.82
"466",123,60,0.65
"467",308,60,-0.91
"468",41,60,1
"469",87,60,0.32
"470",96,60,-0.17
"471",14,60,-0.89
"472",101,60,1
"473",185,60,0.96
"474",0,60,1
"475",245,60,0.98
"476",209,60,1
"477",274,60,-0.67
"478",178,60,0.79
"479",79,60,-1
"480",38,60,-0.94
"481",218,60,0.4
"482",89,60,-1
"483",510,60,0.99
"484",79,60,1
"485",239,60,0.97
"486",285,60,-0.83
"487",64,60,-0.95
"488",1044,60,0.78
"489",63,60,-1
"490",51,60,-1
"491",0,60,-1
"492",229,60,-1
"493",297,60,-0.91
"494",150,60,-1
"495",225,60,-0.84
"496",572,60,-0.16
"497",71,60,0.02
"498",480,60,-1
"499",231,60,-0.82
"500",340,60,-0.04
"501",204,60,-0.99
"502",375,60,-0.83
"503",325,60,-0.02
"504",77,60,-1
"505",274,60,0.94
"506",185,60,0.98
"507",114,60,1
"508",274,60,0.72
"509",171,60,1
"510",404,60,1
"511",134,60,-1
"512",203,60,-0.95
"513",90,60,-0.41
"514",22,163,-1
"515",120,163,-1
"516",60,163,-1
"517",163,163,0
"518",134,163,-1
"519",211,163,-1
"520",72,163,-1
"521",22,163,-1
"522",241,163,-1
"523",73,163,-1
"524",13,163,0.16
"525",275,163,-0.93
"526",106,163,-1
"527",126,163,-1
"528",163,163,-1
"529",107,163,-1
"530",111,163,-1
"531",95,163,-1
"532",117,163,-1
"533",82,163,-1
"534",110,163,-0.96
"535",102,163,0.4
"536",341,163,-1
"537",230,163,-1
"538",271,163,-1
"539",61,163,-1
"540",108,163,-1
"541",73,163,-1
"542",212,163,-1
"543",544,163,-1
"544",106,163,-1
"545",71,163,-1
"546",221,163,-1
"547",216,163,-1
"548",160,163,-1
"549",261,163,-0.95
"550",326,163,-1
"551",41,163,-0.78
"552",109,163,0.13
"553",72,163,-0.38
"554",22,163,-0.99
"555",48,163,0.96
"556",182,163,-1
"557",55,163,-1
"558",160,163,-1
"559",106,163,-1
"560",39,163,-1
"561",68,163,-1
"562",7,163,-1
"563",27,163,-1
"564",11,163,-1
"565",56,163,-1
"566",52,163,-1
"567",244,163,-1
"568",100,163,-1
"569",648,163,-0.97
"570",52,163,-1
"571",245,163,-1
"572",26,163,1
"573",1,163,1
"574",548,163,-1
"575",0,163,1
"576",0,163,1
"577",0,163,1
"578",0,163,0.99
"579",0,163,1
"580",0,163,1
"581",0,163,1
"582",98,163,-1
"583",199,163,-1
"584",42,163,-1
"585",197,163,-1
"586",95,163,-1
"587",218,163,-1
"588",99,163,-0.04
"589",9,163,-0.14
"590",74,163,-1
"591",53,163,-1
"592",35,163,-0.9
"593",26,163,-1
"594",215,163,-1
"595",231,163,-1
"596",436,163,-0.93
"597",108,163,-1
"598",35,163,-1
"599",226,163,-1
"600",152,163,0.97
"601",10,163,-1
"602",72,163,-1
"603",199,163,-1
"604",442,163,-1
"605",181,163,-1
"606",150,163,-1
"607",185,163,-1
"608",206,163,-1
"609",129,163,-1
"610",730,163,-0.4
"611",17,163,-0.99
"612",86,163,-0.1
"613",0,163,1
"614",538,163,-1
"615",360,163,0.08
"616",56,163,1
"617",218,163,-0.33
"618",185,163,-1
"619",207,163,-1
"620",55,163,1
"621",101,163,1
"622",38,163,1
"623",70,163,-1
"624",43,163,0.93
"625",74,163,-1
"626",114,163,-1
"627",288,163,-1
"628",133,163,-1
"629",18,163,-1
"630",51,163,-1
"631",430,163,-1
"632",119,163,0.32
"633",198,163,-0.98
"634",10,163,-1
"635",131,163,-1
"636",56,163,-1
"637",123,163,-0.99
"638",308,163,-1
"639",41,163,1
"640",87,163,-0.94
"641",96,163,-1
"642",14,163,-0.98
"643",101,163,0.4
"644",185,163,-0.81
"645",0,163,1
"646",245,163,-0.97
"647",209,163,-0.03
"648",274,163,-1
"649",178,163,-0.95
"650",79,163,-1
"651",38,163,-1
"652",218,163,-0.63
"653",89,163,-1
"654",510,163,-0.76
"655",79,163,1
"656",239,163,-0.19
"657",285,163,-1
"658",64,163,-1
"659",1044,163,-0.97
"660",63,163,-1
"661",51,163,-0.99
"662",0,163,-0.95
"663",229,163,-1
"664",297,163,-1
"665",150,163,-1
"666",225,163,-1
"667",572,163,-0.79
"668",71,163,-1
"669",480,163,-1
"670",231,163,-1
"671",340,163,-1
"672",204,163,-1
"673",375,163,-1
"674",325,163,-1
"675",77,163,-1
"676",274,163,-0.97
"677",185,163,-0.72
"678",114,163,0.88
"679",274,163,-1
"680",171,163,-0.78
"681",404,163,-0.63
"682",134,163,-1
"683",203,163,-1
"684",90,163,-1
"685",22,134,-1
"686",120,134,-1
"687",60,134,-0.76
"688",163,134,-1
"689",134,134,0
"690",211,134,-1
"691",72,134,-1
"692",22,134,-1
"693",241,134,-1
"694",73,134,-1
"695",13,134,0.12
"696",275,134,-1
"697",106,134,-1
"698",126,134,-1
"699",163,134,-1
"700",107,134,-1
"701",111,134,-1
"702",95,134,-1
"703",117,134,-1
"704",82,134,-1
"705",110,134,-1
"706",102,134,-0.03
"707",341,134,-1
"708",230,134,-1
"709",271,134,-1
"710",61,134,-0.99
"711",108,134,-1
"712",73,134,-1
"713",212,134,-1
"714",544,134,-1
"715",106,134,-1
"716",71,134,-1
"717",221,134,-1
"718",216,134,-1
"719",160,134,-1
"720",261,134,-1
"721",326,134,-1
"722",41,134,-0.66
"723",109,134,0.98
"724",72,134,-0.95
"725",22,134,-1
"726",48,134,0.95
"727",182,134,-1
"728",55,134,-1
"729",160,134,-1
"730",106,134,-1
"731",39,134,-1
"732",68,134,-1
"733",7,134,-1
"734",27,134,-0.99
"735",11,134,-0.91
"736",56,134,-1
"737",52,134,-1
"738",244,134,-1
"739",100,134,-1
"740",648,134,-1
"741",52,134,-1
"742",245,134,-1
"743",26,134,1
"744",1,134,1
"745",548,134,-1
"746",0,134,1
"747",0,134,1
"748",0,134,1
"749",0,134,1
"750",0,134,1
"751",0,134,1
"752",0,134,1
"753",98,134,-1
"754",199,134,-1
"755",42,134,-1
"756",197,134,-1
"757",95,134,-1
"758",218,134,-1
"759",99,134,-0.81
"760",9,134,0.93
"761",74,134,-1
"762",53,134,-1
"763",35,134,-1
"764",26,134,-1
"765",215,134,-1
"766",231,134,-1
"767",436,134,-1
"768",108,134,-1
"769",35,134,-1
"770",226,134,-1
"771",152,134,0.82
"772",10,134,-1
"773",72,134,-1
"774",199,134,-1
"775",442,134,-1
"776",181,134,-1
"777",150,134,-1
"778",185,134,-1
"779",206,134,-1
"780",129,134,-1
"781",730,134,-0.24
"782",17,134,-0.93
"783",86,134,-0.02
"784",0,134,1
"785",538,134,-1
"786",360,134,-1
"787",56,134,1
"788",218,134,-0.98
"789",185,134,-1
"790",207,134,-1
"791",55,134,1
"792",101,134,1
"793",38,134,1
"794",70,134,-1
"795",43,134,1
"796",74,134,-1
"797",114,134,-0.99
"798",288,134,-1
"799",133,134,-1
"800",18,134,-0.88
"801",51,134,-1
"802",430,134,-1
"803",119,134,-0.72
"804",198,134,-1
"805",10,134,-1
"806",131,134,-1
"807",56,134,-1
"808",123,134,-1
"809",308,134,-1
"810",41,134,1
"811",87,134,-1
"812",96,134,-0.99
"813",14,134,-1
"814",101,134,0.92
"815",185,134,-1
"816",0,134,1
"817",245,134,-1
"818",209,134,-1
"819",274,134,-1
"820",178,134,-1
"821",79,134,-1
"822",38,134,-0.98
"823",218,134,-0.85
"824",89,134,-1
"825",510,134,-0.99
"826",79,134,1
"827",239,134,-1
"828",285,134,-1
"829",64,134,-1
"830",1044,134,-1
"831",63,134,-1
"832",51,134,-1
"833",0,134,-0.95
"834",229,134,-1
"835",297,134,-1
"836",150,134,-1
"837",225,134,-1
"838",572,134,-0.99
"839",71,134,-0.99
"840",480,134,-1
"841",231,134,-1
"842",340,134,-1
"843",204,134,-1
"844",375,134,-1
"845",325,134,-1
"846",77,134,-1
"847",274,134,-1
"848",185,134,-0.87
"849",114,134,0.93
"850",274,134,-1
"851",171,134,-0.57
"852",404,134,-0.93
"853",134,134,-1
"854",203,134,-1
"855",90,134,-1
"856",22,211,-1
"857",120,211,-1
"858",60,211,-0.87
"859",163,211,-1
"860",134,211,-1
"861",211,211,0
"862",72,211,-1
"863",22,211,-0.99
"864",241,211,-1
"865",73,211,-1
"866",13,211,-0.81
"867",275,211,-1
"868",106,211,-1
"869",126,211,-0.99
"870",163,211,-1
"871",107,211,-1
"872",111,211,-1
"873",95,211,-1
"874",117,211,-1
"875",82,211,-1
"876",110,211,-1
"877",102,211,-0.92
"878",341,211,-1
"879",230,211,-1
"880",271,211,-1
"881",61,211,-0.96
"882",108,211,-1
"883",73,211,-1
"884",212,211,-1
"885",544,211,-1
"886",106,211,-1
"887",71,211,-1
"888",221,211,-1
"889",216,211,-1
"890",160,211,-1
"891",261,211,-1
"892",326,211,-1
"893",41,211,-1
"894",109,211,-1
"895",72,211,-1
"896",22,211,-1
"897",48,211,-0.29
"898",182,211,-1
"899",55,211,-0.95
"900",160,211,-1
"901",106,211,-1
"902",39,211,-1
"903",68,211,-0.99
"904",7,211,-0.9
"905",27,211,-1
"906",11,211,0.9
"907",56,211,-1
"908",52,211,-1
"909",244,211,-1
"910",100,211,-1
"911",648,211,-1
"912",52,211,-1
"913",245,211,-1
"914",26,211,0.98
"915",1,211,1
"916",548,211,-1
"917",0,211,1
"918",0,211,0.97
"919",0,211,0.99
"920",0,211,1
"921",0,211,1
"922",0,211,1
"923",0,211,1
"924",98,211,-1
"925",199,211,-1
"926",42,211,-1
"927",197,211,-1
"928",95,211,-1
"929",218,211,-1
"930",99,211,-0.83
"931",9,211,0.78
"932",74,211,-1
"933",53,211,-1
"934",35,211,-1
"935",26,211,-1
"936",215,211,-1
"937",231,211,-1
"938",436,211,-1
"939",108,211,-1
"940",35,211,-0.81
"941",226,211,-1
"942",152,211,-0.97
"943",10,211,-1
"944",72,211,-1
"945",199,211,-1
"946",442,211,-1
"947",181,211,-1
"948",150,211,-1
"949",185,211,-1
"950",206,211,-1
"951",129,211,-1
"952",730,211,-0.8
"953",17,211,-1
"954",86,211,-0.97
"955",0,211,1
"956",538,211,-1
"957",360,211,-1
"958",56,211,0.64
"959",218,211,-1
"960",185,211,-1
"961",207,211,-1
"962",55,211,1
"963",101,211,0.98
"964",38,211,1
"965",70,211,-1
"966",43,211,0.98
"967",74,211,-1
"968",114,211,-0.57
"969",288,211,-1
"970",133,211,-0.99
"971",18,211,0.02
"972",51,211,-1
"973",430,211,-1
"974",119,211,-1
"975",198,211,-1
"976",10,211,-1
"977",131,211,-1
"978",56,211,-1
"979",123,211,-1
"980",308,211,-1
"981",41,211,1
"982",87,211,-0.97
"983",96,211,-0.96
"984",14,211,-1
"985",101,211,-0.46
"986",185,211,-1
"987",0,211,1
"988",245,211,-1
"989",209,211,-1
"990",274,211,-1
"991",178,211,-1
"992",79,211,-1
"993",38,211,-0.3
"994",218,211,-0.67
"995",89,211,-1
"996",510,211,-1
"997",79,211,0.59
"998",239,211,-1
"999",285,211,-1
"1000",64,211,-1
"1001",1044,211,-1
"1002",63,211,-1
"1003",51,211,-1
"1004",0,211,-1
"1005",229,211,-1
"1006",297,211,-1
"1007",150,211,-1
"1008",225,211,-1
"1009",572,211,-1
"1010",71,211,-1
"1011",480,211,-1
"1012",231,211,-1
"1013",340,211,-1
"1014",204,211,-1
"1015",375,211,-1
"1016",325,211,-1
"1017",77,211,-1
"1018",274,211,-1
"1019",185,211,-0.99
"1020",114,211,-0.43
"1021",274,211,-1
"1022",171,211,-1
"1023",404,211,-1
"1024",134,211,-1
"1025",203,211,-1
"1026",90,211,-1
"1027",22,72,-1
"1028",120,72,-1
"1029",60,72,-1
"1030",163,72,-1
"1031",134,72,-1
"1032",211,72,-1
"1033",72,72,0
"1034",22,72,-1
"1035",241,72,-1
"1036",73,72,-1
"1037",13,72,0.82
"1038",275,72,-0.99
"1039",106,72,-1
"1040",126,72,-1
"1041",163,72,-1
"1042",107,72,-1
"1043",111,72,-1
"1044",95,72,-1
"1045",117,72,-1
"1046",82,72,-1
"1047",110,72,-1
"1048",102,72,-0.74
"1049",341,72,-1
"1050",230,72,-1
"1051",271,72,-1
"1052",61,72,-0.98
"1053",108,72,-1
"1054",73,72,-1
"1055",212,72,-1
"1056",544,72,-1
"1057",106,72,-1
"1058",71,72,-1
"1059",221,72,-1
"1060",216,72,-1
"1061",160,72,-1
"1062",261,72,-0.97
"1063",326,72,-1
"1064",41,72,-0.46
"1065",109,72,0.78
"1066",72,72,-1
"1067",22,72,-0.99
"1068",48,72,0.95
"1069",182,72,-1
"1070",55,72,-1
"1071",160,72,-1
"1072",106,72,-1
"1073",39,72,-1
"1074",68,72,-1
"1075",7,72,-1
"1076",27,72,-1
"1077",11,72,-1
"1078",56,72,-1
"1079",52,72,-1
"1080",244,72,-1
"1081",100,72,-1
"1082",648,72,-1
"1083",52,72,-1
"1084",245,72,-1
"1085",26,72,1
"1086",1,72,1
"1087",548,72,-1
"1088",0,72,1
"1089",0,72,1
"1090",0,72,1
"1091",0,72,0.95
"1092",0,72,1
"1093",0,72,1
"1094",0,72,1
"1095",98,72,-1
"1096",199,72,-1
"1097",42,72,-1
"1098",197,72,-1
"1099",95,72,-1
"1100",218,72,-1
"1101",99,72,-0.45
"1102",9,72,-1
"1103",74,72,-1
"1104",53,72,-1
"1105",35,72,-1
"1106",26,72,-1
"1107",215,72,-1
"1108",231,72,-1
"1109",436,72,-1
"1110",108,72,-1
"1111",35,72,-1
"1112",226,72,-1
"1113",152,72,0.87
"1114",10,72,-1
"1115",72,72,-1
"1116",199,72,-1
"1117",442,72,-1
"1118",181,72,-1
"1119",150,72,-1
"1120",185,72,-1
"1121",206,72,-1
"1122",129,72,-1
"1123",730,72,-0.9
"1124",17,72,-1
"1125",86,72,0.35
"1126",0,72,1
"1127",538,72,-1
"1128",360,72,-0.9
"1129",56,72,1
"1130",218,72,-0.96
"1131",185,72,-1
"1132",207,72,-1
"1133",55,72,1
"1134",101,72,1
"1135",38,72,1
"1136",70,72,-1
"1137",43,72,0.92
"1138",74,72,-1
"1139",114,72,-1
"1140",288,72,-1
"1141",133,72,-1
"1142",18,72,-1
"1143",51,72,-1
"1144",430,72,-1
"1145",119,72,-0.05
"1146",198,72,-1
"1147",10,72,-1
"1148",131,72,-1
"1149",56,72,-1
"1150",123,72,-1
"1151",308,72,-1
"1152",41,72,1
"1153",87,72,-1
"1154",96,72,-1
"1155",14,72,-0.99
"1156",101,72,0.74
"1157",185,72,-0.56
"1158",0,72,1
"1159",245,72,-0.98
"1160",209,72,-0.84
"1161",274,72,-1
"1162",178,72,-0.98
"1163",79,72,-1
"1164",38,72,-1
"1165",218,72,-0.99
"1166",89,72,-1
"1167",510,72,0.04
"1168",79,72,1
"1169",239,72,-0.88
"1170",285,72,-1
"1171",64,72,-1
"1172",1044,72,-0.99
"1173",63,72,-1
"1174",51,72,-1
"1175",0,72,-0.96
"1176",229,72,-1
"1177",297,72,-1
"1178",150,72,-1
"1179",225,72,-1
"1180",572,72,-0.99
"1181",71,72,-1
"1182",480,72,-1
"1183",231,72,-1
"1184",340,72,-1
"1185",204,72,-1
"1186",375,72,-1
"1187",325,72,-1
"1188",77,72,-1
"1189",274,72,-1
"1190",185,72,-0.88
"1191",114,72,0.99
"1192",274,72,-1
"1193",171,72,-0.77
"1194",404,72,-0.41
"1195",134,72,-1
"1196",203,72,-1
"1197",90,72,-1
"1198",22,22,-1
"1199",120,22,-1
"1200",60,22,-1
"1201",163,22,-1
"1202",134,22,-1
"1203",211,22,-0.99
"1204",72,22,-1
"1205",22,22,0
"1206",241,22,-1
"1207",73,22,-0.99
"1208",13,22,0.82
"1209",275,22,-0.66
"1210",106,22,-1
"1211",126,22,-0.95
"1212",163,22,-1
"1213",107,22,-0.97
"1214",111,22,-1
"1215",95,22,-1
"1216",117,22,-1
"1217",82,22,-1
"1218",110,22,-1
"1219",102,22,0.72
"1220",341,22,-1
"1221",230,22,-1
"1222",271,22,-1
"1223",61,22,-0.06
"1224",108,22,-1
"1225",73,22,-1
"1226",212,22,-1
"1227",544,22,-1
"1228",106,22,-1
"1229",71,22,-1
"1230",221,22,-1
"1231",216,22,-0.99
"1232",160,22,-1
"1233",261,22,0.6
"1234",326,22,-1
"1235",41,22,0.26
"1236",109,22,0.9
"1237",72,22,-0.38
"1238",22,22,-0.47
"1239",48,22,1
"1240",182,22,-0.96
"1241",55,22,-0.99
"1242",160,22,-1
"1243",106,22,-1
"1244",39,22,-1
"1245",68,22,-1
"1246",7,22,-1
"1247",27,22,-1
"1248",11,22,-1
"1249",56,22,-1
"1250",52,22,-1
"1251",244,22,-1
"1252",100,22,-1
"1253",648,22,-0.72
"1254",52,22,-1
"1255",245,22,-1
"1256",26,22,1
"1257",1,22,1
"1258",548,22,0.81
"1259",0,22,1
"1260",0,22,1
"1261",0,22,1
"1262",0,22,-0.99
"1263",0,22,0.76
"1264",0,22,0.99
"1265",0,22,-0.87
"1266",98,22,-1
"1267",199,22,-1
"1268",42,22,-1
"1269",197,22,-1
"1270",95,22,-1
"1271",218,22,-1
"1272",99,22,0.98
"1273",9,22,-1
"1274",74,22,-1
"1275",53,22,-1
"1276",35,22,-0.93
"1277",26,22,-1
"1278",215,22,-1
"1279",231,22,-1
"1280",436,22,-0.36
"1281",108,22,-1
"1282",35,22,-1
"1283",226,22,-0.99
"1284",152,22,1
"1285",10,22,-1
"1286",72,22,-1
"1287",199,22,-1
"1288",442,22,-1
"1289",181,22,-1
"1290",150,22,-1
"1291",185,22,-1
"1292",206,22,-1
"1293",129,22,-1
"1294",730,22,0.99
"1295",17,22,-0.98
"1296",86,22,1
"1297",0,22,1
"1298",538,22,-0.42
"1299",360,22,0.98
"1300",56,22,1
"1301",218,22,1
"1302",185,22,-0.97
"1303",207,22,-0.98
"1304",55,22,1
"1305",101,22,1
"1306",38,22,1
"1307",70,22,-0.41
"1308",43,22,1
"1309",74,22,-1
"1310",114,22,-0.73
"1311",288,22,-0.98
"1312",133,22,-0.09
"1313",18,22,-1
"1314",51,22,-1
