"","dim1","dim2","dim3","n0","BG","NAG","AP","LAP","tmmn_lt","ph","pr_lt","soil_moisture_lt","height","Total_Bacteria_AB_g","TotalAB","koppen_clim","Sample"
"65",-0.190758367919953,-0.0891045530554399,0.0154332031761175,324,5.27760071085514,6.47769462138283,6.81537678120546,1.46457781128394,-3.528333333,450,91.68333333,0.41612098,76,24800000,17.0263542514578,"Continental cold/Tundra","137"
"66",0.061438949683305,-0.0707693280610295,-0.316060124410176,318,4.06234652581461,4.6515926092701,7.99686683259041,4.41153182067228,7.978333333,570,89.31666667,0.27024624,426,32363636.3636364,17.2925460469168,"Temperate","225"
"67",-0.249513959022894,-0.0338599967494179,0.0082066907389454,315,2.07806903121812,2.55989326695107,5.66572220368936,2.12793015288674,3.358333333,560,55.65,0.2757396,81,27294117.6470588,17.1221818027722,"Continental hot summer","076"
"68",-0.254594200169244,0.0228561536815104,-2.53872210807461e-05,312,5.41739198641698,4.61683234488664,7.27426552062332,2.56361894439287,-3.483333333,560,84.4,0.36586767,173,276571428.571429,19.4379796803612,"Continental hot summer","055"
"69",0.268286975080557,-0.0594725598133461,0.0922686587719858,311,4.34832061534602,4.63305329863794,7.49763568547679,3.20915643182284,-4.641666667,470,49.6,0.32504314,265,5693333.33333333,15.5548066333006,"Continental cold/Tundra","213"
"70",-0.186240337185792,0.0105492291103529,-0.273199949382686,305,5.23833279429367,6.19335223591505,8.80691754309538,4.14861538123863,3.511666667,560,94.83333333,0.21816559,779,330800000,19.6170245241368,"Temperate","224"
"71",-0.0324750558245269,-0.0655829373179492,-0.313353018844141,304,6.82478937808105,5.80661209399615,8.19832844104086,5.01678729898179,2.073333333,620,50.71666667,0.30546784,126,26311111.1111111,17.0855019216447,"Continental hot summer","031"
"72",0.0914341548890543,-0.170586074905318,0.0472833090877829,303,5.5723672250399,5.72291681857006,6.11800364080157,3.4956860013511,4.875,570,54.76666667,0.59081316,21,90181818.1818182,18.3173384035395,"Continental hot summer","059"
"73",-0.268829632886437,-0.0215286837686799,0.071602470023295,297,4.18250191904816,2.65466915765437,6.4637164340024,2.86300223062016,0.208333333,500,63.88333333,0.45209864,111,8691891.89189189,15.9779012976746,"Continental cold/Tundra","018"
"74",-0.279063590212222,-0.0280965054798192,0.0394731901912836,294,5.57650999051655,4.99940000663316,7.13357067852878,3.04183398182419,3.358333333,560,55.65,0.2757396,81,97632653.0612245,18.3967225657266,"Continental hot summer","073"
"75",0.222766687699991,-0.0869271629274825,0.155933484339997,293,5.72614237476604,5.69692288302728,7.10134594022933,2.83505090177126,5.32,510,63.71666667,0.21864568,1049,2.19e+08,19.204582292347,"Temperate","139"
"76",0.0344143168952176,-0.0265129005475902,-0.372086725476696,281,7.40515452903199,7.36467779607698,8.90528468762828,4.16236697988214,3.53,590,78.9,0.20403774,1191,200666666.666667,19.1171557195884,"Temperate","140"
"77",0.104739822682458,-0.177047960222769,-0.0680990218978324,281,5.95394211268269,6.04465431429115,8.35460370131147,4.88906164413059,4.69,550,104.75,0.27594584,832,46823529.4117647,17.6618964211092,"Temperate","238"
"78",-0.172837911528221,-0.104027598680045,0.0648242229592366,271,2.7195264107743,2.34507342167207,6.3336365985212,1.85195548705006,4.305,580,57.93333333,0.31451002,21,118333333.333333,18.5890160672223,"Continental hot summer","058"
"79",0.382978360817415,0.277741904721522,0.0496130784841973,271,6.32766469635964,6.5320124079632,8.28308261982778,3.63714389167713,4.693333333,560,97.45,0.24597365,1309,23160000,16.957937253847,"Temperate","204"
"80",0.167813244873187,-0.135516154178934,-0.320682852077129,262,6.59647835374781,8.00682881992373,7.98436910982183,4.56290490490986,6.436666667,550,70.15,0.25879553,78,231111111.111111,19.2584091576503,"Temperate","197"
"81",-0.151630004793574,-0.232441934420203,-0.0163705330682632,261,5.14458545727415,5.11948774923065,7.43568620966187,2.46033157616465,0.676666667,530,56.83333333,0.5278016,170,24415584.4155844,17.010732232892,"Continental cold/Tundra","077"
"82",-0.193287229631084,-0.152557853738507,-0.0560821302031233,255,3.50821819656009,3.96147999027087,7.50645645717885,3.18781472287927,3.753333333,580,59.46666667,0.38466412,56,84190476.1904762,18.2485923753163,"Continental hot summer","084"
"83",0.376185661033763,0.137460748625086,0.0570783172540935,253,3.99124265602157,5.3940827831709,8.07548845587604,3.81953784922436,13.14166667,520,92.71666667,0.543154893,902,8e+06,15.8949522246441,"Temperate","160"
"84",-0.240930578788789,-0.140185572272032,0.0409438912988502,252,3.71271952949527,3.14313881011404,5.43429383566028,3.57013853742972,-2.426666667,491.2443221,73.23333333,0.298662129,0,19720930.2325581,16.7971911287702,"Continental cold/Tundra","135"
"85",-0.173401344430867,-0.152263994984803,-0.139097741116312,241,4.71822101483942,4.3300419932031,7.82391079211465,2.87397763451162,1.028333333,590,57.96666667,0.35668616,104,96700000,18.3871239707648,"Continental hot summer","028"
"86",0.00136100107380994,-0.0147743759991493,0.146555550666734,241,4.9714543183401,4.46346679460985,7.30360761071254,1.93307669326457,-6.096666667,530,70.05,0.27931526,1639,26857142.8571429,17.106042408973,"Continental hot summer","157"
"87",-0.0823697375441477,-0.126104630584041,0.163450490559456,240,3.64954914179489,3.66344440438531,5.91742002759494,2.54039528852355,1.028333333,600,57.96666667,0.340424283,104,1402469.13580247,14.1537456226068,"Continental hot summer","027"
"88",0.0147881204220067,-0.12575017230427,-0.275493742056608,240,2.90487496498684,3.88546332633335,7.2103204949472,1.78229127265281,3.326666667,560,56.61666667,0.2867777,120,65647058.8235294,17.9998033720823,"Continental hot summer","057"
"89",0.193483881020339,-0.234999804944305,0.101094897306691,240,6.6230646171302,4.48808895116189,7.1928108324007,1.75844847520783,2.398333333,500,141.9,0.47505185,794,22376470.5882353,16.9235205892691,"Temperate","105"
"90",-0.282070065232814,-0.0957369276425455,0.047831700171435,239,5.32574386743837,3.61535161653422,7.255349034464,2.53990875602238,3.235,580,61.5,0.33386302,1,138507462.686567,18.7464347715734,"Continental hot summer","007"
"91",0.221874690047801,-0.070609480326025,0.195338479234308,236,4.64793641118641,4.86086962592611,5.86086843290709,3.30043610327931,3,490,71.91666667,0.2625227,871,4.8e+07,17.6867115897055,"Temperate","220"
"92",-0.271379929487778,-0.0772322769663889,0.0432830340161934,231,3.6075370553327,3.71449243571771,5.6670968769805,1.6318309573858,0.676666667,530,56.83333333,0.5278016,170,63500000,17.966550479611,"Continental cold/Tundra","264"
"93",-0.0340980786187707,-0.111370967253564,0.15982230868026,229,5.41287105302035,4.33055979575467,7.22932073601958,2.24957584699274,-2.885,590,69.23333333,0.2858028,893,7561290.32258064,15.8385525434345,"Continental hot summer","044"
"94",0.153675058355074,-0.186845669809235,0.1906902854119,228,5.16635669569395,3.71236066813531,6.41633439078221,3.26566835394975,4.121666667,500,71.96666667,0.21843739,1103,159200000,18.885671837656,"Temperate","153"
"95",-0.0591961304107749,-0.252730440785462,-0.178740478345622,221,5.28797626670961,4.63239977383115,7.46919616555421,2.16417689836378,3.71,540,59.36666667,0.38466412,52,9973333.33333333,16.1154255226698,"Continental hot summer","090"
"96",-0.262794742219195,-0.0270947442257197,0.0107707261084989,218,4.44120440053416,3.23865883550139,6.56824879891662,2.47650072545822,0.56,560,56.5,0.56114846,67,0,0,"Continental cold/Tundra","004"
"97",0.0710527884816474,-0.0192387781367118,0.185916865368548,214,6.93464356809012,6.28120826447118,7.92811962336936,3.10395196317559,2.898333333,570,104.5666667,0.24228925,1496,205241379.310345,19.139697309363,"Temperate","243"
"98",0.00312182294457324,-0.265839327585079,-0.174203021026348,213,5.50515889786054,6.46613633197845,7.65820029396809,3.88359050320055,2.073333333,620,50.71666667,0.30546784,126,4.8e+07,17.6867115897055,"Continental hot summer","030"
"99",-0.167747517064994,-0.178741546957756,-0.043789495799338,210,4.56065360833044,4.03734267354321,6.59717952259713,2.05454209757943,3.79,630,55.35,0.23141333,46,51701492.5373134,17.7609972275974,"Continental hot summer","061"
"100",0.409529818155292,0.052773398396627,0.0281198963956718,210,5.65677133208901,4.97761436008024,7.79318365613928,3.30490333295084,3.446666667,440,49.3,0.33589542,58,25568627.4509804,17.056876706837,"Continental hot summer","129"
"101",0.249121076909157,0.231401157569894,0.00725775105716988,205,5.89445367980415,5.88419016088994,7.95557204829951,6.00788413459816,3.523333333,580,78.15,0.20265453,1200,67333333.3333333,18.0251659815489,"Temperate","142"
"102",-0.117571016914662,-0.22867284821448,-0.216463725485009,203,5.95503931898289,6.00744343277187,8.2878511319818,3.50425982787998,3.358333333,560,55.65,0.2757396,81,12297674.4186047,16.3249208121244,"Continental hot summer","075"
